organisationid,organisationcode,organisationtype,subtype,sector,organisationstatus,ispimsmanaged,organisationname,parentodscode,parentname,phone,email,website,fax
18501,NT497,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Gisburne Park Hospital,NT4,BMI Healthcare,01200 445693,,https://www.bmihealthcare.co.uk/hospitals/bmi-gisburne-park-hospital,"01200 445688,,,"
18526,NT708,Hospital,Hospital,Independent Sector,Visible,FALSE,Royal Hospital Haslar,NT7,Netcare Healthcare UK,,,,",,,"
18564,NTE02,Hospital,Hospital,Independent Sector,Visible,TRUE,St Hugh's Hospital,NTE,Claremont & St Hugh's Hospitals (Hmt),01472 251100,admin@sthughshospital.co.uk,http://www.sthughshospital.co.uk,"01472 251130,,,"
18620,NTN03,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Hemel Hempstead,NTN,Priory Group Limited,01442 255 371,hemelhempstead@priorygroup.com,http://www.priorygroup.com/hemelhempstead,"01442 265 630,,,"
18621,NTN04,Hospital,Hospital,Independent Sector,Visible,TRUE,Heathfield,NTN,Priory Group Limited,01435 864 545,heathfield@priorygroup.com,http://www.priorygroup.com/heathfield,"01435 869 609,,,"
18622,NTN05,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Ticehurst ,NTN,Priory Group Limited,01580 200 391,ticehurst@priorygroup.com,http://www.priorygroup.com/ticehurst,"01580 201 006,,,"
18624,NTN07,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Chelmsford,NTN,Priory Group Limited,01245 345 345,chelmsford@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-chelmsford,"01245 346 177,,,"
18625,NTN08,Hospital,Hospital,Independent Sector,Visible,TRUE,Woodbourne Priory Hospital,NTN,Priory Group Limited,0121 434 4343,woodbourne@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-woodbourne-birmingham,"0121 434 3270,,,"
18626,NTN09,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Hayes Grove,NTN,Priory Group Limited,020 8462 7722,hayesgrove@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-hayes-grove,"020 8462 5028,,,"
18627,NTN10,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Roehampton,NTN,Priory Group Limited,020 8876 8261,roehampton@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-roehampton-london,"020 8392 2632,,,"
18628,NTN11,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Woking,NTN,Priory Group Limited,01483 489 211,woking@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-woking,"01483 797 053,,,"
18629,NTN12,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Southampton,NTN,Priory Group Limited,023 8084 0044,southampton@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-southampton,"023 8020 7554,,,"
18630,NTN13,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Altrincham,NTN,Priory Group Limited,0161 904 0050,altrincham@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-altrincham,"0161 980 4322,,,"
18631,NTN14,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Preston,NTN,Priory Group Limited,01772 691 122,preston@priorygroup.com,http://www.priorygroup.com/preston,"01772 691 246,,,"
18632,NTN15,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital North London,NTN,Priory Group Limited,020 8882 8191,northlondon@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-north-london/north-london,"020 8447 8138,,,"
18634,NTN23,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Cheadle Royal,NTN,Priory Group Limited,0161 428 9511,cheadleroyal@priorygroup.com,http://www.priorygroup.com/cheadleroyal,"0161 428 1870,,,"
18635,NTN24,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Middleton St George,NTN,Priory Group Limited,01325 333192,middletonstgeorge@priorygroup.com,http://www.priorygroup.com/middletonstgeorge,"01325 333 883,,,"
18653,NTN38,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Bristol,NTN,Priory Group Limited,0117 952 5255,bristol@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-bristol,"0117 952 5552,,,"
18656,NTP11,Hospital,Hospital,Independent Sector,Visible,TRUE,Southampton NHS Treatment Centre,NTP,Practice Plus Group,0333 200 1820,,http://www.southamptontreatmentcentre.nhs.uk,"0333 200 1732,,,"
18660,NTP15,Hospital,Hospital,Independent Sector,Visible,TRUE,North East London NHS Treatment Centre,NTP,Practice Plus Group,0333 200 4069,cuk.enquiriesneltc@nhs.net,http://www.nelondontreatmentcentre.nhs.uk,"0208 598 4261,,,"
18758,NTY93,Hospital,Hospital,Independent Sector,Visible,TRUE,Tarporley War Memorial Hospital Trust,NTY,Other Private Healthcare Providers,01829 732436,,,",,,"
18761,NT457,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Woodlands Hospital,NT4,BMI Healthcare,01325 341700,sophie.howey@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-woodlands-hospital,"01325 341701,,,"
18765,NTYF2,Hospital,Hospital,Independent Sector,Visible,TRUE,Optegra Eye Hospital Birmingham,NNH,Optegra UK,0121 204 3800,icare.birmingham@optegra.com,https://www.optegra.com,"0121 204 3821,,,"
18789,NV201,Hospital,Hospital,Independent Sector,Visible,TRUE,The Huntercombe Hospital Maidenhead,NV2,The Huntercombe Group,01628 667881,maidenhead@huntercombe.com,https://www.huntercombe.com/testimonials/?center=701,",,,"
18791,NV203,Hospital,Hospital,Independent Sector,Visible,TRUE,The Huntercombe Hospital Stafford,NV2,The Huntercombe Group,01785 840000,stafford@huntercombe.com,http://www.huntercombe.com,",,,"
18802,NV302,Hospital,Hospital,Independent Sector,Visible,TRUE,Circle Bath Hospital,NV3,Circle Health,01761 422222,,https://www.circlehealth.co.uk/bath/,",,,"
18807,NV323,Hospital,Hospital,Independent Sector,Visible,TRUE,Circle Reading Hospital,NV3,Circle Health,01189 226 888,enquiries@circlereading.co.uk,http://www.circlereading.co.uk,",,,"
18819,NV7R1,Hospital,Hospital,Independent Sector,Visible,TRUE,Bupa Cromwell Hospital,NV7,Bupa Group,020 7460 2000,info@cromwellhospital.com,http://www.bupacromwellhospital.com/,",,,"
18826,NVC01,Hospital,Hospital,Independent Sector,Visible,TRUE,Ashtead Hospital,NVC,Ramsay Healthcare UK Operations Limited,01372 221 400,ashtead.enquiries@ramsayhealth.co.uk,http://www.ashteadhospital.co.uk,"01372 221445,,,"
18827,NVC02,Hospital,Hospital,Independent Sector,Visible,TRUE,The Berkshire Independent Hospital,NVC,Ramsay Healthcare UK Operations Limited,0118 902 8121,berkshire.enquiries@ramsayhealth.co.uk,http://www.berkshireindependenthospital.co.uk,"0118 902 8050,,,"
18829,NVC04,Hospital,Hospital,Independent Sector,Visible,TRUE,Duchy Hospital,NVC,Ramsay Healthcare UK Operations Limited,01872 226115,duchy.enquiries@ramsayhealth.co.uk,http://www.duchyhospital.co.uk,"01872 226118 ,,,"
18830,NVC05,Hospital,Hospital,Independent Sector,Visible,TRUE,Euxton Hall Hospital,NVC,Ramsay Healthcare UK Operations Limited,01257 237002,euxton.enquiries@ramsayhealth.co.uk,http://www.euxtonhallhospital.co.uk,"01257 261882 ,,,"
18831,NVC06,Hospital,Hospital,Independent Sector,Visible,TRUE,Fitzwilliam Hospital,NVC,Ramsay Healthcare UK Operations Limited,01733 842333 ,fitzwilliam.enquiries@ramsayhealth.co.uk,http://www.fitzwilliamhospital.co.uk,"01733 842331,,,"
18832,NVC07,Hospital,Hospital,Independent Sector,Visible,TRUE,Fulwood Hall Hospital,NVC,Ramsay Healthcare UK Operations Limited,01772 707426,fulwood.enquiries@ramsayhealth.co.uk,http://www.fulwoodhallhospital.co.uk/,"01772 795131 ,,,"
18833,NVC08,Hospital,Hospital,Independent Sector,Visible,TRUE,Mount Stuart Hospital,NVC,Ramsay Healthcare UK Operations Limited,01803 321690,mountstuart.enquiries@ramsayhealth.co.uk,http://www.mountstuarthospital.co.uk,"01803 321698,,,"
18834,NVC09,Hospital,Hospital,Independent Sector,Visible,TRUE,New Hall Hospital,NVC,Ramsay Healthcare UK Operations Limited,01722 422333,newhall.enquiries@ramsayhealth.co.uk,http://www.new-hallhospital.co.uk,"01722 435158,,,"
18836,NVC11,Hospital,Hospital,Independent Sector,Visible,TRUE,North Downs Hospital,NVC,Ramsay Healthcare UK Operations Limited,01883 348981,northdowns.enquiries@ramsayhealth.co.uk,http://www.northdownshospital.co.uk,"01883 341163,,,"
18837,NVC12,Hospital,Hospital,Independent Sector,Visible,TRUE,Oaklands Hospital,NVC,Ramsay Healthcare UK Operations Limited,01617 879 460,oaklands.enquiries@ramsayhealth.co.uk,http://www.oaklands-hospital.co.uk,"0161 7878097 ,,,"
18838,NVC13,Hospital,Hospital,Independent Sector,Visible,TRUE,Oaks Hospital,NVC,Ramsay Healthcare UK Operations Limited,01206 753264,oaks.enquiries@ramsayhealth.co.uk,http://www.oakshospital.co.uk,"01206 852701,,,"
18839,NVC14,Hospital,Hospital,Independent Sector,Visible,TRUE,Park Hill Hospital,NVC,Ramsay Healthcare UK Operations Limited,01302 553332,parkhill.enquiries@ramsayhealth.co.uk,http://www.parkhillhospital.co.uk,"01302 322499,,,"
18840,NVC15,Hospital,Hospital,Independent Sector,Visible,TRUE,Pinehill Hospital,NVC,Ramsay Healthcare UK Operations Limited,01462 427218,pinehill.enquiries@ramsayhealth.co.uk,http://www.pinehillhospital.co.uk,"01462 421968,,,"
18841,NVC16,Hospital,Hospital,Independent Sector,Visible,TRUE,Renacres Hospital,NVC,Ramsay Healthcare UK Operations Limited,01704 842017,renacres.enquiries@ramsayhealth.co.uk,http://www.renacreshospital.co.uk,"01704 842030 ,,,"
18842,NVC17,Hospital,Hospital,Independent Sector,Visible,TRUE,Rowley Hall Hospital,NVC,Ramsay Healthcare UK Operations Limited,01785 238682,rowley.enquiries@ramsayhealth.co.uk,http://www.rowleyhospital.co.uk,"01785 249532 ,,,"
18843,NVC18,Hospital,Hospital,Independent Sector,Visible,TRUE,Springfield Hospital,NVC,Ramsay Healthcare UK Operations Limited,01245 234151,springfield.enquiries@ramsayhealth.co.uk,http://www.springfieldhospital.co.uk,"01245 234 001,,,"
18844,NVC19,Hospital,Hospital,Independent Sector,Visible,TRUE,Rivers Hospital,NVC,Ramsay Healthcare UK Operations Limited,01279 602672,rivers.enquiries@ramsayhealth.co.uk,https://www.rivershospital.co.uk,"01279 600212,,,"
18846,NVC21,Hospital,Hospital,Independent Sector,Visible,TRUE,West Midlands Hospital,NVC,Ramsay Healthcare UK Operations Limited,01384 632618,westmidlands.enquiries@ramsayhealth.co.uk,http://www.westmidlandshospital.co.uk,"01384411103,,"
18847,NVC22,Hospital,Hospital,Independent Sector,Visible,TRUE,Winfield Hospital,NVC,Ramsay Healthcare UK Operations Limited,01452 306009,winfield.enquiries@ramsayhealth.co.uk,http://www.winfieldhospital.co.uk,",,,"
18848,NVC23,Hospital,Hospital,Independent Sector,Visible,TRUE,Woodland Hospital,NVC,Ramsay Healthcare UK Operations Limited,01536 536882,woodland.enquiries@ramsayhealth.co.uk,http://www.woodlandhospital.co.uk,"01536 412155,,,"
18850,NVC25,Hospital,Hospital,Independent Sector,Visible,TRUE,Horton NHS Treatment Centre,NVC,Ramsay Healthcare UK Operations Limited,01295 755000,horton.enquiries@ramsayhealth.co.uk,http://www.hortontreatmentcentre.co.uk,"01295 7550001,,,"
18852,NVC27,Hospital,Hospital,Independent Sector,Visible,TRUE,Boston West Hospital,NVC,Ramsay Healthcare UK Operations Limited,01205 533998,boston.enquiries@ramsayhealth.co.uk,http://www.bostonwesthospital.co.uk,"01205 591865,,,"
18853,NVC28,Hospital,Hospital,Independent Sector,Visible,TRUE,Clifton Park Hospital,NVC,Ramsay Healthcare UK Operations Limited,01904 464654,clifton.enquiries@ramsayhealth.co.uk,http://www.cliftonparkhospital.co.uk,"01904 464551,,,"
18854,NVC29,Hospital,Hospital,Independent Sector,Visible,TRUE,Cobalt Hospital,NVC,Ramsay Healthcare UK Operations Limited,0191 2703 250,cobalt.enquiries@ramsayhealth.co.uk,http://www.cobalthospital.co.uk,"0191 2703 251,,,"
18855,NVC31,Hospital,Hospital,Independent Sector,Visible,TRUE,Blakelands Hospital,NVC,Ramsay Healthcare UK Operations Limited,01908 334200,blakelands.enquiries@ramsayhealth.co.uk,http://www.blakelandshospital.co.uk,"01908 334201,,,"
18857,NVC33,Hospital,Hospital,Independent Sector,Visible,TRUE,Gisburne Park NHS Treatment Centre,NVC,Ramsay Healthcare UK Operations Limited,01200 445693,christinebailey@abbeyhospitals.com,http://www.ramsayhealth.co.uk/nhs,"01200 445688,,,"
18863,NVC40,Hospital,Hospital,Independent Sector,Visible,TRUE,Woodthorpe Hospital,NVC,Ramsay Healthcare UK Operations Limited,0115 9209 209,nottingham.enquiries@ramsayhealth.co.uk,http://www.woodthorpehospital.co.uk/,"0115 967 3005,,,"
18864,NVC44,Hospital,Hospital,Independent Sector,Visible,TRUE,The Westbourne Centre,NVC,Ramsay Healthcare UK Operations Limited,0121 456 0880,westbourne.admin@nhs.net,http://www.westbournecentre.com,"0121 455 0313,,,"
18866,NVG01,Hospital,Hospital,Independent Sector,Visible,TRUE,Fairfield Independent Hospital,NVG,Fairfield Hospital,01744 739311,enquiries@fairfield.org.uk,https://www.fairfield.org.uk/,"01744 746444,,,"
18875,NW605,Hospital,Hospital,Independent Sector,Visible,TRUE,London Bridge Hospital,NW6,Hca International,0207 407 3100,info.lbh@hcahealthcare.co.uk,http://www.londonbridgehospital.com,"0207 815 3604,,,"
18887,NWF01,Hospital,Hospital,Independent Sector,Visible,TRUE,Benenden Hospital,NWF,Benenden Hospital,01580 240333,,https://www.benendenhospital.org.uk,",,,"
18909,NXM01,Hospital,Hospital,Independent Sector,Visible,TRUE,The Horder Centre ,NXM,The Horder Centre,01892 665577,info@horder.co.uk,https://www.horderhealthcare.co.uk,"01892 662142,,,"
39920,R1ARE,Hospital,Hospital,NHS Sector,Visible,TRUE,Evesham Community Hospital,R1A,Worcestershire Health and Care NHS Trust,01386 502449,,https://www.hacw.nhs.uk/evesham-community-hospital,",,,"
39921,R1ARG,Hospital,Hospital,NHS Sector,Visible,TRUE,Malvern Community Hospital,R1A,Worcestershire Health and Care NHS Trust,01684 612600,,https://www.hacw.nhs.uk/malvern-community-hospital,",,,"
39923,R1A04,Hospital,Hospital,NHS Sector,Visible,TRUE,Princess of Wales Community Hospital - Worcestershire Health and Care NHS Trust,R1A,Worcestershire Health and Care NHS Trust,01527 488000,,https://www.hacw.nhs.uk/princess-of-wales-community-hospital,",,,"
39930,R1D21,Hospital,Hospital,NHS Sector,Visible,TRUE,Ludlow Community Hospital,R1D,Shropshire Community Health NHS Trust,01584 872201,shropcom.ludlowadmin@nhs.net,http://www.shropscommunityhealth.nhs.uk,"01584 871100,,,"
39931,R1D22,Hospital,Hospital,NHS Sector,Visible,TRUE,Bridgnorth Community Hospital,R1D,Shropshire Community Health NHS Trust,01746 762641,shropcom.bridgnorthreception@nhs.net,http://www.shropscommunityhealth.nhs.uk,"01746 711031,,,"
39932,R1D25,Hospital,Hospital,NHS Sector,Visible,TRUE,Bishop's Castle Community Hospital,R1D,Shropshire Community Health NHS Trust,01588 638220,shropcom.bishopscastlehosp@nhs.net,http://www.shropscommunityhealth.nhs.uk,"01588 630900,,,"
39933,R1D34,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitchurch Community Hospital,R1D,Shropshire Community Health NHS Trust,01948 666292,shropcom.whitchurchreception@nhs.net,http://www.shropscommunityhealth.nhs.uk,"01948 660824,,,"
39954,R1H11,Hospital,Hospital,NHS Sector,Visible,TRUE,Gateway Surgical Centre,R1H,Barts Health NHS Trust,020 7055 5550,,https://www.bartshealth.nhs.uk/newham,"0207 055 5649,,,"
39955,R1H12,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal London Hospital,R1H,Barts Health NHS Trust,020 7377 7000,rlhpals@bartshealth.nhs.uk,http://www.bartshealth.nhs.uk/,",,,"
39957,R1H13,Hospital,Hospital,NHS Sector,Visible,TRUE,Mile End Hospital,R1H,Barts Health NHS Trust,020 7377 7000,bhnt.pals@nhs.net,http://www.bartshealth.nhs.uk,",,,"
39964,R1HKH,Hospital,Hospital,NHS Sector,Visible,TRUE,Whipps Cross Hospital,R1H,Barts Health NHS Trust,020 8539 5522,wxpals@bartshealth.nhs.uk,http://www.bartshealth.nhs.uk/,",,,"
39966,R1HM0,Hospital,Hospital,NHS Sector,Visible,TRUE,St Bartholomew's Hospital,R1H,Barts Health NHS Trust,020 7377 7000,sbhpals.bartshealth@nhs.net,https://www.bartshealth.nhs.uk/st-bartholomews,",,,"
39967,R1HNH,Hospital,Hospital,NHS Sector,Visible,TRUE,Newham Hospital,R1H,Barts Health NHS Trust,020 7476 4000,nuhpals@bartshealth.nhs.uk,http://www.bartshealth.nhs.uk,"020 7363 8181,,,"
39970,RA201,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Surrey County Hospital,RA2,Royal Surrey NHS Foundation Trust,01483 571122,,http://www.royalsurrey.nhs.uk,"01483 537747,,,"
39985,RA430,Hospital,Hospital,NHS Sector,Visible,TRUE,Yeovil District Hospital,RA4,Yeovil District Hospital NHS Foundation Trust,01935 475122,communications@ydh.nhs.uk,http://www.yeovilhospital.nhs.uk/,"01935 426850,,,"
39987,RA701,Hospital,Hospital,NHS Sector,Visible,TRUE,Bristol Royal Infirmary,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-infirmary.html,",,,"
39991,RA707,Hospital,Hospital,NHS Sector,Visible,TRUE,St Michael's Hospital,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 342 5325,,http://www.uhbristol.nhs.uk/your-hospitals/st-michaels-hospital.html,",,,"
39992,RA708,Hospital,Hospital,NHS Sector,Visible,TRUE,Bristol Eye Hospital,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 342 4176,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-eye-hospital.html,"0117 342 4721,,,"
39993,RA709,Hospital,Hospital,NHS Sector,Visible,TRUE,University Of Bristol Dental Hospital,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 342 4422,,http://www.uhbristol.nhs.uk/your-hospitals/university-of-bristol-dental-hospital.html,",,,"
39995,RA723,Hospital,Hospital,NHS Sector,Visible,TRUE,Bristol Royal Hospital For Children,RA7,University Hospitals Bristol and Weston NHS Foundation Trust, 0117 342 8460,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-hospital-for-children.html,",,,"
40002,RA773,Hospital,Hospital,NHS Sector,Visible,TRUE,South Bristol Community Hospital,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/patients-and-visitors/your-hospitals/south-bristol-community-hospital/,",,,"
40004,RA7C2,Hospital,Hospital,NHS Sector,Visible,TRUE,Weston General Hospital,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,,,,",,"
40006,RA901,Hospital,Hospital,NHS Sector,Visible,TRUE,Torbay Hospital,RA9,Torbay and South Devon NHS Foundation Trust,01803 614567,chiefexecutive.sdhct@nhs.net,http://www.torbayandsouthdevon.nhs.uk/,"01803 616334,,,"
40049,RA954,Hospital,Hospital,NHS Sector,Visible,TRUE,Brixham Hospital - Torbay and South Devon NHS Foundation Trust,RA9,Torbay and South Devon NHS Foundation Trust,01803 881399,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/ashburton-and-buckfastleigh-health-and-wellbeing-,",,,"
40051,RA956,Hospital,Hospital,NHS Sector,Visible,TRUE,Dawlish Hospital - Torbay and South Devon NHS Foundation Trust,RA9,Torbay and South Devon NHS Foundation Trust,01626 868 500,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/dawlish-community-hospital/,",,,"
40052,RA957,Hospital,Hospital,NHS Sector,Visible,TRUE,Newton Abbot Community Hospital - Torbay and South Devon NHS Foundation Trust,RA9,Torbay and South Devon NHS Foundation Trust,01626 324500,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/newton-abbot-community-hospital/,",,,"
40053,RA958,Hospital,Hospital,NHS Sector,Visible,TRUE,Paignton Health and Welllbeing Centre,RA9,Torbay and South Devon NHS Foundation Trust,01803 547171,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/paignton-health-and-wellbeing-centre/,",,,"
